location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing
Acra Point,1996-01-01,1996-12-31,1996,,682.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Acra Point,1997-01-01,1997-12-31,1997,,1102.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,1998-01-01,1998-12-31,1998,,1284.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Acra Point,1999-01-01,1999-12-31,1999,,1170.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2000-01-01,2000-12-31,2000,,1106.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2004-01-01,2004-12-31,2004,,675.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Acra Point,2005-01-01,2005-12-31,2005,,774.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2006-01-01,2006-12-31,2006,,860.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2007-01-01,2007-12-31,2007,,212.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=6
Acra Point,2008-01-01,2008-12-31,2008,,799.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2009-01-01,2009-12-31,2009,,925.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2010-01-01,2010-12-31,2010,,1027.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2011-01-01,2011-12-31,2011,,887.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2012-01-01,2012-12-31,2012,,674.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Acra Point,2013-01-01,2013-12-31,2013,,888.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Acra Point,2014-01-01,2014-12-31,2014,,743.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2015-01-01,2015-12-31,2015,,867.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2016-01-01,2016-12-31,2016,,1207.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2017-01-01,2017-12-31,2017,,1328.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2018-01-01,2018-12-31,2018,,1026.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2019-01-01,2019-12-31,2019,,1617.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2020-01-01,2020-12-31,2020,,2057.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2021-01-01,2021-12-31,2021,,2057.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2022-01-01,2022-12-31,2022,,1533.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Acra Point,2023-01-01,2023-12-31,2023,,601.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Acra Point,2024-01-01,2024-12-31,2024,,1341.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Acra Point,2025-01-01,2025-12-31,2025,,1243.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Alder Lake,1991-01-01,1991-12-31,1991,,1348.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Alder Lake,1992-01-01,1992-12-31,1992,,823.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1993-01-01,1993-12-31,1993,,1170.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1994-01-01,1994-12-31,1994,,826.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1995-01-01,1995-12-31,1995,,1296.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1996-01-01,1996-12-31,1996,,1151.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1997-01-01,1997-12-31,1997,,1250.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1998-01-01,1998-12-31,1998,,2013.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,1999-01-01,1999-12-31,1999,,2135.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2000-01-01,2000-12-31,2000,,1472.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2008-01-01,2008-12-31,2008,,1630.666665,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2009-01-01,2009-12-31,2009,,1567.625,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2011-01-01,2011-12-31,2011,,1607.142857,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2013-01-01,2013-12-31,2013,,1580.499999,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2016-01-01,2016-12-31,2016,,2678.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2017-01-01,2017-12-31,2017,,2316.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2018-01-01,2018-12-31,2018,,2058.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2019-01-01,2019-12-31,2019,,2242.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2020-01-01,2020-12-31,2020,,2476.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2024-01-01,2024-12-31,2024,,127.555556,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=2
Alder Lake,2025-01-01,2025-12-31,2025,,2120.027777,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Alder Lake,2026-01-01,2026-12-31,2026,,1101.125,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
All Canister Peaks,2019-01-01,2019-12-31,2019,,9314.0,annual,Canister sign in charts R3 and R4 2025.xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,1996-01-01,1996-12-31,1996,,1274.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,1997-01-01,1997-12-31,1997,,1705.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,1998-01-01,1998-12-31,1998,,2141.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,1999-01-01,1999-12-31,1999,,1579.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2000-01-01,2000-12-31,2000,,1461.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2008-01-01,2008-12-31,2008,,1653.555557,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2009-01-01,2009-12-31,2009,,1662.875,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2011-01-01,2011-12-31,2011,,1691.000001,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2015-01-01,2015-12-31,2015,,1985.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2016-01-01,2016-12-31,2016,,1846.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2017-01-01,2017-12-31,2017,,2051.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2018-01-01,2018-12-31,2018,,1733.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2019-01-01,2019-12-31,2019,,1827.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2020-01-01,2020-12-31,2020,,2537.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Ashokan HP,2025-01-01,2025-12-31,2025,,191.444444,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=2
Ashokan HP,2026-01-01,2026-12-31,2026,,954.222223,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Balsam Cap,2008-01-01,2008-12-31,2008,,179.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,10,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2009-01-01,2009-12-31,2009,,221.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,11,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2010-01-01,2010-12-31,2010,,216.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,12,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2011-01-01,2011-12-31,2011,,296.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,13,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2012-01-01,2012-12-31,2012,,426.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,14,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2013-01-01,2013-12-31,2013,,366.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,15,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2014-01-01,2014-12-31,2014,,512.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,16,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2015-01-01,2015-12-31,2015,,576.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,17,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2016-01-01,2016-12-31,2016,,681.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,18,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2017-01-01,2017-12-31,2017,,657.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,19,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2018-01-01,2018-12-31,2018,,490.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,20,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2019-01-01,2019-12-31,2019,,805.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,21,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2020-01-01,2020-12-31,2020,,1249.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,22,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2021-01-01,2021-12-31,2021,,1151.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,23,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2022-01-01,2022-12-31,2022,,1067.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,24,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2023-01-01,2023-12-31,2023,,1212.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,25,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2024-01-01,2024-12-31,2024,,1023.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,26,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Balsam Cap,2025-01-01,2025-12-31,2025,,934.0,annual,Canister sign in charts R3 and R4 2025.xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Balsam Lake Mountain,2026-01-01,2026-12-31,2026,,483.1875,annual,TRAFx+Master+Summary+(2021-2026) 4_22_26.xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=3
Bangle Hill,1996-01-01,1996-12-31,1996,,1274.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,1997-01-01,1997-12-31,1997,,1705.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,1998-01-01,1998-12-31,1998,,2141.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,1999-01-01,1999-12-31,1999,,1579.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2000-01-01,2000-12-31,2000,,1461.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2008-01-01,2008-12-31,2008,,1653.555557,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2009-01-01,2009-12-31,2009,,1662.875,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2011-01-01,2011-12-31,2011,,1691.000001,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2012-01-01,2012-12-31,2012,,1658.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2013-01-01,2013-12-31,2013,,1672.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2014-01-01,2014-12-31,2014,,1664.25,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2022-01-01,2022-12-31,2022,,132.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2023-01-01,2023-12-31,2023,,104.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Bangle Hill,2024-01-01,2024-12-31,2024,,143.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2025-01-01,2025-12-31,2025,,143.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Bangle Hill,2026-01-01,2026-12-31,2026,,73.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Barnum Road,1996-01-01,1996-12-31,1996,,317.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=5
Barnum Road,1997-01-01,1997-12-31,1997,,1088.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,1998-01-01,1998-12-31,1998,,1236.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,1999-01-01,1999-12-31,1999,,1205.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2000-01-01,2000-12-31,2000,,1190.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2004-01-01,2004-12-31,2004,,1014.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Barnum Road,2005-01-01,2005-12-31,2005,,1143.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2006-01-01,2006-12-31,2006,,1263.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2007-01-01,2007-12-31,2007,,319.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=6
Barnum Road,2008-01-01,2008-12-31,2008,,1207.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2009-01-01,2009-12-31,2009,,1000.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2010-01-01,2010-12-31,2010,,1097.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2011-01-01,2011-12-31,2011,,1013.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2012-01-01,2012-12-31,2012,,486.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=6
Barnum Road,2013-01-01,2013-12-31,2013,,763.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Barnum Road,2014-01-01,2014-12-31,2014,,969.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2015-01-01,2015-12-31,2015,,1134.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2016-01-01,2016-12-31,2016,,1644.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2017-01-01,2017-12-31,2017,,1095.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=10
Barnum Road,2018-01-01,2018-12-31,2018,,1225.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2019-01-01,2019-12-31,2019,,1209.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2020-01-01,2020-12-31,2020,,1788.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2021-01-01,2021-12-31,2021,,1307.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2022-01-01,2022-12-31,2022,,1077.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2023-01-01,2023-12-31,2023,,1122.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2024-01-01,2024-12-31,2024,,999.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Barnum Road,2025-01-01,2025-12-31,2025,,466.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Batavia Kill,1996-01-01,1996-12-31,1996,,1130.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Batavia Kill,1997-01-01,1997-12-31,1997,,2373.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,1998-01-01,1998-12-31,1998,,2616.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,1999-01-01,1999-12-31,1999,,2518.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2000-01-01,2000-12-31,2000,,2394.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2004-01-01,2004-12-31,2004,,2202.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2005-01-01,2005-12-31,2005,,1509.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2006-01-01,2006-12-31,2006,,2090.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2007-01-01,2007-12-31,2007,,1997.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2008-01-01,2008-12-31,2008,,2129.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2009-01-01,2009-12-31,2009,,2132.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2010-01-01,2010-12-31,2010,,2197.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2011-01-01,2011-12-31,2011,,2367.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2012-01-01,2012-12-31,2012,,1780.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Batavia Kill,2013-01-01,2013-12-31,2013,,1918.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=10
Batavia Kill,2014-01-01,2014-12-31,2014,,2304.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2015-01-01,2015-12-31,2015,,2818.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2016-01-01,2016-12-31,2016,,2974.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2017-01-01,2017-12-31,2017,,2756.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2018-01-01,2018-12-31,2018,,2517.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2019-01-01,2019-12-31,2019,,3690.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2020-01-01,2020-12-31,2020,,4907.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2021-01-01,2021-12-31,2021,,3933.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2022-01-01,2022-12-31,2022,,3528.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Batavia Kill,2023-01-01,2023-12-31,2023,,3024.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Batavia Kill,2024-01-01,2024-12-31,2024,,1697.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Batavia Kill,2025-01-01,2025-12-31,2025,,3063.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Beaverkill Road to BLM FT,1994-01-01,1994-12-31,1994,,671.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=6
Beaverkill Road to BLM FT,1995-01-01,1995-12-31,1995,,830.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
