location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing
Layman's Monument,2014-01-01,2014-12-31,2014,,2501.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Layman's Monument,2015-01-01,2015-12-31,2015,,2147.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Layman's Monument,2016-01-01,2016-12-31,2016,,3555.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Layman's Monument,2017-01-01,2017-12-31,2017,,3273.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Layman's Monument,2018-01-01,2018-12-31,2018,,2840.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,1997-01-01,1997-12-31,1997,,380.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Little Pond Campground,1998-01-01,1998-12-31,1998,,725.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,1999-01-01,1999-12-31,1999,,654.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2000-01-01,2000-12-31,2000,,478.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2004-01-01,2004-12-31,2004,,683.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2005-01-01,2005-12-31,2005,,529.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2006-01-01,2006-12-31,2006,,492.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Campground,2007-01-01,2007-12-31,2007,,641.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2008-01-01,2008-12-31,2008,,570.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Campground,2009-01-01,2009-12-31,2009,,383.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2010-01-01,2010-12-31,2010,,615.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2011-01-01,2011-12-31,2011,,584.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2012-01-01,2012-12-31,2012,,499.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Little Pond Campground,2013-01-01,2013-12-31,2013,,602.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Little Pond Campground,2014-01-01,2014-12-31,2014,,758.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2015-01-01,2015-12-31,2015,,674.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2016-01-01,2016-12-31,2016,,539.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2017-01-01,2017-12-31,2017,,599.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Campground,2018-01-01,2018-12-31,2018,,488.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Campground,2019-01-01,2019-12-31,2019,,736.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2020-01-01,2020-12-31,2020,,943.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2021-01-01,2021-12-31,2021,,691.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2022-01-01,2022-12-31,2022,,953.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Campground,2023-01-01,2023-12-31,2023,,561.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2024-01-01,2024-12-31,2024,,420.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Campground,2025-01-01,2025-12-31,2025,,686.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Loop,1997-01-01,1997-12-31,1997,,511.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=4
Little Pond Loop,1998-01-01,1998-12-31,1998,,813.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Little Pond Loop,1999-01-01,1999-12-31,1999,,798.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2000-01-01,2000-12-31,2000,,684.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2004-01-01,2004-12-31,2004,,796.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2005-01-01,2005-12-31,2005,,722.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Loop,2006-01-01,2006-12-31,2006,,770.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Loop,2007-01-01,2007-12-31,2007,,752.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2008-01-01,2008-12-31,2008,,883.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Little Pond Loop,2009-01-01,2009-12-31,2009,,676.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2010-01-01,2010-12-31,2010,,1158.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2011-01-01,2011-12-31,2011,,766.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2012-01-01,2012-12-31,2012,,818.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Little Pond Loop,2013-01-01,2013-12-31,2013,,900.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Little Pond Loop,2014-01-01,2014-12-31,2014,,1183.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2015-01-01,2015-12-31,2015,,975.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2016-01-01,2016-12-31,2016,,878.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2017-01-01,2017-12-31,2017,,2861.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Little Pond Loop,2018-01-01,2018-12-31,2018,,666.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Little Pond Loop,2019-01-01,2019-12-31,2019,,975.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2020-01-01,2020-12-31,2020,,943.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2021-01-01,2021-12-31,2021,,845.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2022-01-01,2022-12-31,2022,,829.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2023-01-01,2023-12-31,2023,,690.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2024-01-01,2024-12-31,2024,,716.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Little Pond Loop,2025-01-01,2025-12-31,2025,,742.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Lone,2008-01-01,2008-12-31,2008,,172.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,49,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2009-01-01,2009-12-31,2009,,248.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,50,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2010-01-01,2010-12-31,2010,,260.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,51,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2011-01-01,2011-12-31,2011,,230.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,52,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2012-01-01,2012-12-31,2012,,459.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,53,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2013-01-01,2013-12-31,2013,,383.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,54,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2014-01-01,2014-12-31,2014,,462.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,55,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2015-01-01,2015-12-31,2015,,496.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,56,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2016-01-01,2016-12-31,2016,,716.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,57,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2017-01-01,2017-12-31,2017,,614.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,58,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2018-01-01,2018-12-31,2018,,472.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,59,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2019-01-01,2019-12-31,2019,,672.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,60,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2020-01-01,2020-12-31,2020,,1017.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,61,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2021-01-01,2021-12-31,2021,,1067.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,62,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2022-01-01,2022-12-31,2022,,981.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,63,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2023-01-01,2023-12-31,2023,,1035.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,64,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2024-01-01,2024-12-31,2024,,951.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,65,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Lone,2025-01-01,2025-12-31,2025,,881.0,annual,Canister sign in charts R3 and R4 2025.xlsx,Sheet1,66,2,observed_annual_from_canister_location_block | duplicate_agreement_collapsed; considered: Canister sign in charts R3 and R4 2025.xlsx; 2008-2025 Total Canister Sign-In.xlsx
Long Path North,1996-01-01,1996-12-31,1996,,27.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=5
Long Path North,1997-01-01,1997-12-31,1997,,160.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,1998-01-01,1998-12-31,1998,,147.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,1999-01-01,1999-12-31,1999,,161.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Long Path North,2000-01-01,2000-12-31,2000,,58.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2004-01-01,2004-12-31,2004,,319.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Long Path North,2005-01-01,2005-12-31,2005,,124.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2006-01-01,2006-12-31,2006,,203.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2007-01-01,2007-12-31,2007,,336.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2008-01-01,2008-12-31,2008,,224.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2009-01-01,2009-12-31,2009,,285.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2010-01-01,2010-12-31,2010,,314.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2011-01-01,2011-12-31,2011,,232.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2012-01-01,2012-12-31,2012,,162.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Long Path North,2013-01-01,2013-12-31,2013,,116.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Long Path North,2014-01-01,2014-12-31,2014,,223.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2015-01-01,2015-12-31,2015,,189.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2016-01-01,2016-12-31,2016,,282.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2017-01-01,2017-12-31,2017,,328.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2018-01-01,2018-12-31,2018,,287.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2019-01-01,2019-12-31,2019,,359.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2020-01-01,2020-12-31,2020,,524.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2021-01-01,2021-12-31,2021,,331.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2022-01-01,2022-12-31,2022,,409.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2023-01-01,2023-12-31,2023,,405.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2024-01-01,2024-12-31,2024,,469.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Path North,2025-01-01,2025-12-31,2025,,112.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=6
Long Pond,1991-01-01,1991-12-31,1991,,511.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1992-01-01,1992-12-31,1992,,423.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1993-01-01,1993-12-31,1993,,592.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1994-01-01,1994-12-31,1994,,746.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1995-01-01,1995-12-31,1995,,685.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1996-01-01,1996-12-31,1996,,534.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1997-01-01,1997-12-31,1997,,565.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1998-01-01,1998-12-31,1998,,560.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,1999-01-01,1999-12-31,1999,,543.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2000-01-01,2000-12-31,2000,,771.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2001-01-01,2001-12-31,2001,,28.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=1
Long Pond,2008-01-01,2008-12-31,2008,,420.555555,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2009-01-01,2009-12-31,2009,,405.25,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2011-01-01,2011-12-31,2011,,303.428572,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2015-01-01,2015-12-31,2015,,306.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2016-01-01,2016-12-31,2016,,342.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2017-01-01,2017-12-31,2017,,284.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2018-01-01,2018-12-31,2018,,255.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2019-01-01,2019-12-31,2019,,351.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2020-01-01,2020-12-31,2020,,595.0,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2022-01-01,2022-12-31,2022,,366.666666,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2023-01-01,2023-12-31,2023,,371.625,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2024-01-01,2024-12-31,2024,,367.857144,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2025-01-01,2025-12-31,2025,,378.166667,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Long Pond,2026-01-01,2026-12-31,2026,,206.4,annual,Trail Register Tally_8_9_24_(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=7
Lost Clove,2025-01-01,2025-12-31,2025,,0.0,annual,TRAFx+Master+Summary+(2021-2026) 4_22_26.xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Lost Clove,2026-01-01,2026-12-31,2026,,261.0,annual,TRAFx+Master+Summary+(2021-2026) 4_22_26.xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=3
Mary Smith Hill Road,1997-01-01,1997-12-31,1997,,158.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=10
Mary Smith Hill Road,1998-01-01,1998-12-31,1998,,188.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,1999-01-01,1999-12-31,1999,,175.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2000-01-01,2000-12-31,2000,,198.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2004-01-01,2004-12-31,2004,,281.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2005-01-01,2005-12-31,2005,,193.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=10
Mary Smith Hill Road,2006-01-01,2006-12-31,2006,,221.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2007-01-01,2007-12-31,2007,,210.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2008-01-01,2008-12-31,2008,,148.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2009-01-01,2009-12-31,2009,,248.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2010-01-01,2010-12-31,2010,,212.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2011-01-01,2011-12-31,2011,,271.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2012-01-01,2012-12-31,2012,,129.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Mary Smith Hill Road,2013-01-01,2013-12-31,2013,,133.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=8
Mary Smith Hill Road,2014-01-01,2014-12-31,2014,,167.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2015-01-01,2015-12-31,2015,,253.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Mary Smith Hill Road,2016-01-01,2016-12-31,2016,,181.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2017-01-01,2017-12-31,2017,,185.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2018-01-01,2018-12-31,2018,,176.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Mary Smith Hill Road,2019-01-01,2019-12-31,2019,,174.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2020-01-01,2020-12-31,2020,,279.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Mary Smith Hill Road,2021-01-01,2021-12-31,2021,,282.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2022-01-01,2022-12-31,2022,,279.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2023-01-01,2023-12-31,2023,,322.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2024-01-01,2024-12-31,2024,,213.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
Mary Smith Hill Road,2025-01-01,2025-12-31,2025,,182.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Mary's Glen,1996-01-01,1996-12-31,1996,,1518.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=9
Mary's Glen,1997-01-01,1997-12-31,1997,,4103.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Mary's Glen,1998-01-01,1998-12-31,1998,,3175.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=11
Mary's Glen,1999-01-01,1999-12-31,1999,,2453.0,annual,Trail Register Database R4(1).xlsx,aggregated,0,0,aggregated_annual_from_monthly; source_records=12
