trail_name,feature_name,edge_uid,elastic_net_coefficient,abs_elastic_net_coefficient,screen_rank,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,coefficient_rank
Pine Hill West Branch Trail,edge_512715940,512715940,1.2234622225835992,1.2234622225835992,29,10,0.8783392946124212,0.8783392946124212,8.0,25
Pine Hill West Branch Trail,edge_499445753,499445753,-1.2022253850654308,1.2022253850654308,94,10,0.8473433422819008,0.8473433422819008,7.5,26
Pine Hill West Branch Trail,edge_514057782,514057782,1.1792015244205984,1.1792015244205984,50,11,0.8656828603286586,0.8656828603286586,9.545454545454545,27
Pine Hill West Branch Trail,edge_512938333,512938333,1.1495426488624316,1.1495426488624316,28,10,0.8789994076194081,0.8789994076194081,16.5,28
Pine Hill West Branch Trail,edge_510841168,510841168,1.1428248018647726,1.1428248018647726,37,12,0.8755326795416067,0.8755326795416067,7.5,29
Pine Hill West Branch Trail,edge_514057775,514057775,1.130454304951507,1.130454304951507,52,11,0.8656828603286586,0.8656828603286586,9.545454545454545,30
Pine Hill West Branch Trail,edge_514057772,514057772,1.0843558224418335,1.0843558224418335,51,11,0.8656828603286586,0.8656828603286586,9.545454545454545,31
Pine Hill West Branch Trail,edge_507750951,507750951,1.079431229229522,1.079431229229522,3,10,0.9164124828203931,0.9164124828203931,13.0,32
Pine Hill West Branch Trail,edge_511167419,511167419,1.0737132368609934,1.0737132368609934,19,12,0.8885409468558213,0.8885409468558213,7.083333333333333,33
Pine Hill West Branch Trail,edge_507749344,507749344,-1.0674903762574577,1.0674903762574577,11,11,0.8943549699396698,0.8943549699396698,14.090909090909092,34
Pine Hill West Branch Trail,edge_511167352,511167352,1.0140084606067314,1.0140084606067314,57,10,0.8636065590623712,0.8636065590623712,7.0,35
Pine Hill West Branch Trail,edge_512488769,512488769,1.0095930065368892,1.0095930065368892,41,10,0.8691807320858062,0.8691807320858062,9.0,36
Pine Hill West Branch Trail,edge_513965947,513965947,0.9980209536637852,0.9980209536637852,23,11,0.8853872899487806,0.8853872899487806,18.636363636363637,37
Pine Hill West Branch Trail,edge_514083903,514083903,0.961583945172664,0.961583945172664,26,12,0.8803212942747692,0.8803212942747692,9.166666666666666,38
Pine Hill West Branch Trail,edge_514919485,514919485,0.870231158716882,0.870231158716882,83,10,-0.8522131630540254,0.8522131630540254,8.5,39
Pine Hill West Branch Trail,edge_511167398,511167398,0.8697379629763684,0.8697379629763684,68,11,0.8577503924427756,0.8577503924427756,7.2727272727272725,40
Pine Hill West Branch Trail,edge_513174029,513174029,0.8376931491100896,0.8376931491100896,22,11,0.8855618642915436,0.8855618642915436,7.7272727272727275,41
Pine Hill West Branch Trail,edge_511090368,511090368,0.8135694835360394,0.8135694835360394,70,10,0.8571809142336442,0.8571809142336442,9.5,42
Pine Hill West Branch Trail,edge_513729913,513729913,0.8008164731757174,0.8008164731757174,44,11,0.867797815533211,0.867797815533211,9.545454545454545,43
Pine Hill West Branch Trail,edge_513729918,513729918,0.7876330729456857,0.7876330729456857,46,11,0.867797815533211,0.867797815533211,9.545454545454545,44
Pine Hill West Branch Trail,edge_513729911,513729911,0.783171259093265,0.783171259093265,43,11,0.867797815533211,0.867797815533211,9.545454545454545,45
Pine Hill West Branch Trail,edge_513729919,513729919,0.752444936483351,0.752444936483351,45,11,0.867797815533211,0.867797815533211,9.545454545454545,46
Pine Hill West Branch Trail,edge_507754210,507754210,-0.7234094299869033,0.7234094299869033,53,10,0.8654609490730877,0.8654609490730877,6.5,47
Pine Hill West Branch Trail,edge_507754214,507754214,-0.7229727650658198,0.7229727650658198,55,10,0.8654609490730875,0.8654609490730875,6.5,48
Pine Hill West Branch Trail,edge_515088421,515088421,-0.7131751884063757,0.7131751884063757,76,11,0.8542805278252626,0.8542805278252626,5.454545454545454,49
Pine Hill West Branch Trail,edge_511306462,511306462,-0.7126384726599748,0.7126384726599748,96,10,-0.8466716224944938,0.8466716224944938,6.5,50
Pine Hill West Branch Trail,edge_507754207,507754207,-0.6869559853618072,0.6869559853618072,54,10,0.8654609490730875,0.8654609490730875,6.5,51
Pine Hill West Branch Trail,edge_511167396,511167396,0.6837953615820591,0.6837953615820591,82,10,0.85246379161841,0.85246379161841,7.5,52
Pine Hill West Branch Trail,edge_511480692,511480692,0.6508268362715957,0.6508268362715957,95,11,0.8471746604222282,0.8471746604222282,8.636363636363637,53
