edge_uid,n_train_observed,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,std_trip_count,min_trip_count,max_trip_count,trail_name,screen_rank
514926980,10,10,0.8781770899921456,0.8781770899921456,6.5,3.3747427885527643,5.0,15.0,Pine Hill West Branch Trail,31
514055357,10,10,-0.8780727019032085,0.8780727019032085,6.5,2.41522945769824,5.0,10.0,Pine Hill West Branch Trail,32
507826477,10,10,0.877557279344862,0.877557279344862,19.5,15.71446608843089,5.0,60.0,Pine Hill West Branch Trail,33
507826479,10,10,0.8775572793448619,0.8775572793448619,19.5,15.71446608843089,5.0,60.0,Pine Hill West Branch Trail,34
499446754,13,13,0.8765374333128916,0.8765374333128916,8.461538461538462,5.910659644734879,5.0,25.0,Pine Hill West Branch Trail,35
499461167,13,13,0.8763688855067713,0.8763688855067713,10.0,6.454972243679028,5.0,25.0,Pine Hill West Branch Trail,36
510841168,12,12,0.8755326795416067,0.8755326795416067,7.5,3.37099931231621,5.0,15.0,Pine Hill West Branch Trail,37
513957413,14,14,0.8716797453287408,0.8716797453287408,10.357142857142858,7.196229171289245,5.0,30.0,Pine Hill West Branch Trail,38
511128203,11,11,0.8702266666412269,0.8702266666412269,9.545454545454545,4.1560470729681676,5.0,15.0,Pine Hill West Branch Trail,39
510880668,12,12,0.8700657719194298,0.8700657719194298,12.083333333333334,5.418123347254158,5.0,20.0,Pine Hill West Branch Trail,40
512488769,10,10,0.8691807320858062,0.8691807320858062,9.0,7.3786478737262176,5.0,25.0,Pine Hill West Branch Trail,41
514057791,10,10,0.8685678712459433,0.8685678712459433,9.5,4.972144630058766,5.0,20.0,Pine Hill West Branch Trail,42
513729911,11,11,0.867797815533211,0.867797815533211,9.545454545454545,6.105139414683932,5.0,25.0,Pine Hill West Branch Trail,43
513729913,11,11,0.867797815533211,0.867797815533211,9.545454545454545,6.105139414683933,5.0,25.0,Pine Hill West Branch Trail,44
513729919,11,11,0.867797815533211,0.867797815533211,9.545454545454545,6.105139414683932,5.0,25.0,Pine Hill West Branch Trail,45
513729918,11,11,0.867797815533211,0.867797815533211,9.545454545454545,6.105139414683932,5.0,25.0,Pine Hill West Branch Trail,46
510579391,12,12,0.8677721055003066,0.8677721055003066,10.0,5.640760748177662,5.0,20.0,Pine Hill West Branch Trail,47
511113408,15,15,0.86735126935027,0.86735126935027,9.333333333333334,6.229729031789731,5.0,25.0,Pine Hill West Branch Trail,48
515507465,11,11,0.8662723613674177,0.8662723613674177,8.636363636363637,5.04524979109513,5.0,20.0,Pine Hill West Branch Trail,49
514057782,11,11,0.8656828603286586,0.8656828603286586,9.545454545454545,6.105139414683933,5.0,25.0,Pine Hill West Branch Trail,50
514057772,11,11,0.8656828603286586,0.8656828603286586,9.545454545454545,6.105139414683932,5.0,25.0,Pine Hill West Branch Trail,51
514057775,11,11,0.8656828603286586,0.8656828603286586,9.545454545454545,6.105139414683934,5.0,25.0,Pine Hill West Branch Trail,52
507754210,10,10,0.8654609490730877,0.8654609490730877,6.5,3.3747427885527643,5.0,15.0,Pine Hill West Branch Trail,53
507754207,10,10,0.8654609490730875,0.8654609490730875,6.5,3.3747427885527643,5.0,15.0,Pine Hill West Branch Trail,54
507754214,10,10,0.8654609490730875,0.8654609490730875,6.5,3.3747427885527643,5.0,15.0,Pine Hill West Branch Trail,55
515359296,10,10,0.8651965255840364,0.8651965255840364,22.5,29.178569000019326,5.0,100.0,Pine Hill West Branch Trail,56
511167352,10,10,0.8636065590623712,0.8636065590623712,7.0,3.4960294939005054,5.0,15.0,Pine Hill West Branch Trail,57
511142301,10,10,0.8623133029660195,0.8623133029660195,7.0,2.581988897471611,5.0,10.0,Pine Hill West Branch Trail,58
511142299,10,10,0.8623133029660195,0.8623133029660195,7.0,2.581988897471611,5.0,10.0,Pine Hill West Branch Trail,59
515506324,11,11,0.8598036975115856,0.8598036975115856,10.0,5.0,5.0,20.0,Pine Hill West Branch Trail,60
513174027,12,12,0.8593003209554491,0.8593003209554491,7.916666666666667,3.3427896171076075,5.0,15.0,Pine Hill West Branch Trail,61
513785373,11,11,0.8592479647391571,0.8592479647391571,9.545454545454545,7.5678746866426945,5.0,30.0,Pine Hill West Branch Trail,62
513729927,10,10,0.859246053958541,0.859246053958541,9.5,3.689323936863109,5.0,15.0,Pine Hill West Branch Trail,63
511077905,10,10,0.8591629389652253,0.8591629389652253,7.5,6.346477588219923,5.0,25.0,Pine Hill West Branch Trail,64
510839240,11,11,0.8591162007724755,0.8591162007724755,14.090909090909092,8.893306982833163,5.0,35.0,Pine Hill West Branch Trail,65
511012603,10,10,0.8587671749822251,0.8587671749822251,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,66
515001259,11,11,0.8577516582607534,0.8577516582607534,11.818181818181818,10.552897060221728,5.0,40.0,Pine Hill West Branch Trail,67
511167398,11,11,0.8577503924427756,0.8577503924427756,7.2727272727272725,4.100997661323622,5.0,15.0,Pine Hill West Branch Trail,68
507762514,11,11,-0.8573649047574142,0.8573649047574142,8.181818181818182,4.0451991747794525,5.0,15.0,Pine Hill West Branch Trail,69
511090368,10,10,0.8571809142336442,0.8571809142336442,9.5,6.433419688539594,5.0,20.0,Pine Hill West Branch Trail,70
499445325,11,11,0.8561749841561825,0.8561749841561825,7.7272727272727275,4.670993664969138,5.0,20.0,Pine Hill West Branch Trail,71
514838274,10,10,0.8557230294056326,0.8557230294056326,8.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,72
513551603,10,10,-0.855121635960143,0.855121635960143,8.5,4.743416490252569,5.0,15.0,Pine Hill West Branch Trail,73
515135916,16,16,0.8543902941912579,0.8543902941912579,13.4375,6.511208285205853,5.0,25.0,Pine Hill West Branch Trail,74
515088418,11,11,0.8542805278252628,0.8542805278252628,5.454545454545454,1.507556722888818,5.0,10.0,Pine Hill West Branch Trail,75
515088421,11,11,0.8542805278252626,0.8542805278252626,5.454545454545454,1.507556722888818,5.0,10.0,Pine Hill West Branch Trail,76
