edge_uid,reported_months,mean_trips,std_trips,log_variance,max_trips
510722809,63,2043.5714285714287,2046.330198454294,2.7296190258273443,7755.0
512407424,63,770.0,2748.695438367668,2.721361803398049,14180.0
512415699,63,713.968253968254,1996.7015459231916,2.7044054615069606,14080.0
510838402,63,816.4285714285714,2784.9043576227155,2.700764307877218,12585.0
512413844,63,719.1269841269841,2006.9364672592285,2.7002153702029585,14155.0
511040457,63,1275.3174603174602,4415.39315030802,2.6975477705055635,31420.0
499396166,63,246.82539682539684,560.5169716196203,2.6975261160194433,2660.0
512398002,63,772.6190476190476,1791.4998350505577,2.696316608961252,9940.0
512398012,63,761.1904761904761,1768.1318084820198,2.6955956289539134,9810.0
499396641,63,246.34920634920636,560.3802038458024,2.6838914121036943,2635.0
512397971,63,781.1111111111111,1814.3317094653132,2.681687434460029,10030.0
512415831,63,720.8730158730159,2008.1650948393362,2.6776123953449615,14165.0
510971664,63,969.7619047619048,761.9814093550873,2.676533787841399,2665.0
511062331,63,310.3968253968254,581.4846831722681,2.676102958106936,2460.0
499396648,63,247.77777777777777,562.3451598911887,2.674087425624031,2650.0
512414434,63,1089.6825396825398,2779.4145172830495,2.672796372566483,15235.0
512415706,63,720.7936507936508,2004.9008917563701,2.6727339315282888,14135.0
512398005,63,768.6507936507936,1782.6018964562331,2.6709213830845204,9890.0
512415830,63,721.6666666666666,2007.3598452661888,2.6679535137020403,14160.0
512403405,63,1661.2698412698412,5226.6928086825465,2.667549568486613,26950.0
512398001,63,774.2857142857143,1797.589976469135,2.663318018940847,9965.0
512414444,63,1076.2698412698412,2734.1061180431425,2.6591415667270377,14980.0
512397982,63,780.0,1813.1101864991815,2.6578660190845693,10055.0
512397974,63,784.2857142857143,1821.3270279818348,2.653878891613533,10085.0
512397605,63,765.1587301587301,1774.4485668324812,2.6536788268108693,9915.0
510647355,63,481.1111111111111,1665.1536411831553,2.6511526892068993,8365.0
512396828,63,708.6507936507936,1626.2903577470333,2.6506028260281465,9125.0
512403424,63,1682.2222222222222,5267.5683606092625,2.6501674036149643,27085.0
510787464,63,711.7460317460317,2680.0590025296924,2.6495025257879843,13970.0
511043309,63,885.3174603174604,1086.8951313837524,2.6454593986514343,5955.0
512397879,63,780.6349206349206,1791.1240595853199,2.6408336646615114,9965.0
510838083,63,804.2857142857143,2703.839989948414,2.637181858726065,11575.0
499396659,63,249.04761904761904,563.5607254273843,2.6356980763053346,2650.0
